DateChar,Flow,Quality
01/05/2005 00:00:00,4.687,0
01/05/2005 00:05:00,4.669,0
01/05/2005 00:10:00,4.669,0
01/05/2005 00:15:00,4.704,0
01/05/2005 00:20:00,4.669,0
01/05/2005 00:25:00,4.704,0
01/05/2005 00:30:00,4.704,0
01/05/2005 00:35:00,4.704,0
01/05/2005 00:40:00,4.721,0
01/05/2005 00:45:00,4.739,0
01/05/2005 00:50:00,4.739,0
01/05/2005 00:55:00,4.756,0
01/05/2005 01:00:00,4.774,0
01/05/2005 01:05:00,4.791,0
01/05/2005 01:10:00,4.791,0
01/05/2005 01:15:00,4.809,0
01/05/2005 01:20:00,4.827,0
01/05/2005 01:25:00,4.844,0
01/05/2005 01:30:00,4.862,0
01/05/2005 01:35:00,4.898,0
01/05/2005 01:40:00,4.916,0
01/05/2005 01:45:00,4.951,0
01/05/2005 01:50:00,5.006,0
01/05/2005 01:55:00,4.97,0
01/05/2005 02:00:00,5.006,0
01/05/2005 02:05:00,5.024,0
01/05/2005 02:10:00,5.042,0
01/05/2005 02:15:00,5.06,0
01/05/2005 02:20:00,5.079,0
01/05/2005 02:25:00,5.134,0
01/05/2005 02:30:00,5.19,0
01/05/2005 02:35:00,5.19,0
01/05/2005 02:40:00,5.246,0
01/05/2005 02:45:00,5.303,0
01/05/2005 02:50:00,5.36,0
01/05/2005 02:55:00,5.437,0
01/05/2005 03:00:00,5.456,0
01/05/2005 03:05:00,5.534,0
01/05/2005 03:10:00,5.553,0
01/05/2005 03:15:00,5.652,0
01/05/2005 03:20:00,5.712,0
01/05/2005 03:25:00,5.752,0
01/05/2005 03:30:00,5.853,0
01/05/2005 03:35:00,5.893,0
01/05/2005 03:40:00,5.994,0
01/05/2005 03:45:00,5.974,0
01/05/2005 03:50:00,6.035,0
01/05/2005 03:55:00,6.138,0
01/05/2005 04:00:00,6.179,0
01/05/2005 04:05:00,6.241,0
01/05/2005 04:10:00,6.325,0
01/05/2005 04:15:00,6.41,0
01/05/2005 04:20:00,6.452,0
01/05/2005 04:25:00,6.495,0
01/05/2005 04:30:00,6.581,0
01/05/2005 04:35:00,6.602,0
01/05/2005 04:40:00,6.624,0
01/05/2005 04:45:00,6.733,0
01/05/2005 04:50:00,6.776,0
01/05/2005 04:55:00,6.82,0
01/05/2005 05:00:00,6.864,0
01/05/2005 05:05:00,6.931,0
01/05/2005 05:10:00,6.931,0
01/05/2005 05:15:00,7.02,0
01/05/2005 05:20:00,7.043,0
01/05/2005 05:25:00,7.065,0
01/05/2005 05:30:00,7.178,0
01/05/2005 05:35:00,7.224,0
01/05/2005 05:40:00,7.269,0
01/05/2005 05:45:00,7.315,0
01/05/2005 05:50:00,7.361,0
01/05/2005 05:55:00,7.408,0
01/05/2005 06:00:00,7.501,0
01/05/2005 06:05:00,7.571,0
01/05/2005 06:10:00,7.571,0
01/05/2005 06:15:00,7.594,0
01/05/2005 06:20:00,7.692,0
01/05/2005 06:25:00,7.746,0
01/05/2005 06:30:00,7.801,0
01/05/2005 06:35:00,7.883,0
01/05/2005 06:40:00,7.995,0
01/05/2005 06:45:00,8.052,0
01/05/2005 06:50:00,8.081,0
01/05/2005 06:55:00,8.138,0
01/05/2005 07:00:00,8.196,0
01/05/2005 07:05:00,8.343,0
01/05/2005 07:10:00,8.433,0
01/05/2005 07:15:00,8.463,0
01/05/2005 07:20:00,8.463,0
01/05/2005 07:25:00,8.523,0
01/05/2005 07:30:00,8.523,0
01/05/2005 07:35:00,8.493,0
01/05/2005 07:40:00,8.433,0
01/05/2005 07:45:00,8.523,0
01/05/2005 07:50:00,8.463,0
01/05/2005 07:55:00,8.463,0
01/05/2005 08:00:00,8.493,0
01/05/2005 08:05:00,8.403,0
01/05/2005 08:10:00,8.403,0
01/05/2005 08:15:00,8.403,0
01/05/2005 08:20:00,8.343,0
01/05/2005 08:25:00,8.343,0
01/05/2005 08:30:00,8.225,0
01/05/2005 08:35:00,8.196,0
01/05/2005 08:40:00,8.196,0
01/05/2005 08:45:00,8.167,0
01/05/2005 08:50:00,8.081,0
01/05/2005 08:55:00,8.024,0
01/05/2005 09:00:00,7.995,0
01/05/2005 09:05:00,7.967,0
01/05/2005 09:10:00,7.939,0
01/05/2005 09:15:00,7.856,0
01/05/2005 09:20:00,7.828,0
01/05/2005 09:25:00,7.719,0
01/05/2005 09:30:00,7.773,0
01/05/2005 09:35:00,7.692,0
01/05/2005 09:40:00,7.692,0
01/05/2005 09:45:00,7.618,0
01/05/2005 09:50:00,7.571,0
01/05/2005 09:55:00,7.547,0
01/05/2005 10:00:00,7.501,0
01/05/2005 10:05:00,7.477,0
01/05/2005 10:10:00,7.501,0
01/05/2005 10:15:00,7.454,0
01/05/2005 10:20:00,7.408,0
01/05/2005 10:25:00,7.361,0
01/05/2005 10:30:00,7.385,0
01/05/2005 10:35:00,7.315,0
01/05/2005 10:40:00,7.292,0
01/05/2005 10:45:00,7.292,0
01/05/2005 10:50:00,7.224,0
01/05/2005 10:55:00,7.224,0
01/05/2005 11:00:00,7.178,0
01/05/2005 11:05:00,7.178,0
01/05/2005 11:10:00,7.178,0
01/05/2005 11:15:00,7.178,0
01/05/2005 11:20:00,7.224,0
01/05/2005 11:25:00,7.224,0
01/05/2005 11:30:00,7.269,0
01/05/2005 11:35:00,7.247,0
01/05/2005 11:40:00,7.247,0
01/05/2005 11:45:00,7.292,0
01/05/2005 11:50:00,7.338,0
01/05/2005 11:55:00,7.385,0
01/05/2005 12:00:00,7.408,0
01/05/2005 12:05:00,7.477,0
01/05/2005 12:10:00,7.547,0
01/05/2005 12:15:00,7.641,0
01/05/2005 12:20:00,7.692,0
01/05/2005 12:25:00,7.801,0
01/05/2005 12:30:00,7.911,0
01/05/2005 12:35:00,8.109,0
01/05/2005 12:40:00,8.284,0
01/05/2005 12:45:00,8.554,0
01/05/2005 12:50:00,8.708,0
01/05/2005 12:55:00,8.929,0
01/05/2005 13:00:00,9.255,0
01/05/2005 13:05:00,9.662,0
01/05/2005 13:10:00,10.158,0
01/05/2005 13:15:00,10.756,0
01/05/2005 13:20:00,11.112,0
01/05/2005 13:25:00,11.722,0
01/05/2005 13:30:00,12.472,0
01/05/2005 13:35:00,13.11,0
01/05/2005 13:40:00,13.723,0
01/05/2005 13:45:00,14.011,0
01/05/2005 13:50:00,14.543,0
01/05/2005 13:55:00,15.094,0
01/05/2005 14:00:00,15.663,0
01/05/2005 14:05:00,16.185,0
01/05/2005 14:10:00,16.586,0
01/05/2005 14:15:00,17.218,0
01/05/2005 14:20:00,17.731,0
01/05/2005 14:25:00,18.487,0
01/05/2005 14:30:00,20.081,0
01/05/2005 14:35:00,21.003,0
01/05/2005 14:40:00,22.315,0
01/05/2005 14:45:00,22.765,0
01/05/2005 14:50:00,24.063,0
01/05/2005 14:55:00,26.11,0
01/05/2005 15:00:00,27.23,0
01/05/2005 15:05:00,28.066,0
01/05/2005 15:10:00,29.854,0
01/05/2005 15:15:00,30.479,0
01/05/2005 15:20:00,30.584,0
01/05/2005 15:25:00,31.641,0
01/05/2005 15:30:00,33.044,0
01/05/2005 15:35:00,33.702,0
01/05/2005 15:40:00,33.482,0
01/05/2005 15:45:00,34.033,0
01/05/2005 15:50:00,35.263,0
01/05/2005 15:55:00,36.515,0
01/05/2005 16:00:00,36.286,0
01/05/2005 16:05:00,37.207,0
01/05/2005 16:10:00,38.494,0
01/05/2005 16:15:00,40.164,0
01/05/2005 16:20:00,41.135,0
01/05/2005 16:25:00,41.013,0
01/05/2005 16:30:00,42.986,0
01/05/2005 16:35:00,43.739,0
01/05/2005 16:40:00,43.487,0
01/05/2005 16:45:00,44.737,0
01/05/2005 16:50:00,45.817,0
01/05/2005 16:55:00,45.336,0
01/05/2005 17:00:00,46.42,0
01/05/2005 17:05:00,47.266,0
01/05/2005 17:10:00,48.36,0
01/05/2005 17:15:00,49.092,0
01/05/2005 17:20:00,50.934,0
01/05/2005 17:25:00,51.305,0
01/05/2005 17:30:00,51.8,0
01/05/2005 17:35:00,52.918,0
01/05/2005 17:40:00,54.919,0
01/05/2005 17:45:00,57.321,0
01/05/2005 17:50:00,57.702,0
01/05/2005 17:55:00,58.339,0
01/05/2005 18:00:00,61.942,0
01/05/2005 18:05:00,62.202,0
01/05/2005 18:10:00,63.895,0
01/05/2005 18:15:00,66.261,0
01/05/2005 18:20:00,68.25,0
01/05/2005 18:25:00,71.602,0
01/05/2005 18:30:00,72.413,0
01/05/2005 18:35:00,72.82,0
01/05/2005 18:40:00,74.726,0
01/05/2005 18:45:00,74.453,0
01/05/2005 18:50:00,75.273,0
01/05/2005 18:55:00,76.371,0
01/05/2005 19:00:00,75.41,0
01/05/2005 19:05:00,74.999,0
01/05/2005 19:10:00,74.18,0
01/05/2005 19:15:00,73.499,0
01/05/2005 19:20:00,74.589,0
01/05/2005 19:25:00,72.956,0
01/05/2005 19:30:00,72.278,0
01/05/2005 19:35:00,71.602,0
01/05/2005 19:40:00,70.39,0
01/05/2005 19:45:00,70.928,0
01/05/2005 19:50:00,68.517,0
01/05/2005 19:55:00,68.917,0
01/05/2005 20:00:00,69.452,0
01/05/2005 20:05:00,67.055,0
01/05/2005 20:10:00,66.658,0
01/05/2005 20:15:00,66.129,0
01/05/2005 20:20:00,67.585,0
01/05/2005 20:25:00,65.865,0
01/05/2005 20:30:00,64.813,0
01/05/2005 20:35:00,65.997,0
01/05/2005 20:40:00,65.207,0
01/05/2005 20:45:00,64.681,0
01/05/2005 20:50:00,65.997,0
01/05/2005 20:55:00,64.681,0
01/05/2005 21:00:00,63.634,0
01/05/2005 21:05:00,65.865,0
01/05/2005 21:10:00,65.47,0
01/05/2005 21:15:00,68.25,0
01/05/2005 21:20:00,69.184,0
01/05/2005 21:25:00,69.452,0
01/05/2005 21:30:00,69.318,0
01/05/2005 21:35:00,72.278,0
01/05/2005 21:40:00,75.684,0
01/05/2005 21:45:00,78.858,0
01/05/2005 21:50:00,82.211,0
01/05/2005 21:55:00,82.915,0
01/05/2005 22:00:00,87.748,0
01/05/2005 22:05:00,90.921,0
01/05/2005 22:10:00,94.862,0
01/05/2005 22:15:00,99.005,0
01/05/2005 22:20:00,104.113,0
01/05/2005 22:25:00,109.15,0
01/05/2005 22:30:00,116.619,0
01/05/2005 22:35:00,119.761,0
01/05/2005 22:40:00,128.505,0
01/05/2005 22:45:00,129.338,0
01/05/2005 22:50:00,135.167,0
01/05/2005 22:55:00,143.634,0
01/05/2005 23:00:00,147.52,0
01/05/2005 23:05:00,154.876,0
01/05/2005 23:10:00,155.292,0
01/05/2005 23:15:00,163.62,0
01/05/2005 23:20:00,169.461,0
01/05/2005 23:25:00,178.256,0
01/05/2005 23:30:00,180.905,0
01/05/2005 23:35:00,192.282,0
01/05/2005 23:40:00,203.85,0
01/05/2005 23:45:00,215.455,0
01/05/2005 23:50:00,223.599,0
01/05/2005 23:55:00,246.017,0
01/06/2005 00:00:00,255.792,0
01/06/2005 00:05:00,265.674,0
01/06/2005 00:10:00,276.014,0
01/06/2005 00:15:00,286.104,0
01/06/2005 00:20:00,303.386,0
01/06/2005 00:25:00,311.476,0
01/06/2005 00:30:00,317.423,0
01/06/2005 00:35:00,334.358,0
01/06/2005 00:40:00,347.705,0
01/06/2005 00:45:00,339.954,0
01/06/2005 00:50:00,346.672,0
01/06/2005 00:55:00,343.858,0
01/06/2005 01:00:00,358.284,0
01/06/2005 01:05:00,346.403,0
01/06/2005 01:10:00,345.633,0
01/06/2005 01:15:00,371.297,0
01/06/2005 01:20:00,378.505,0
01/06/2005 01:25:00,380.787,0
01/06/2005 01:30:00,379.666,0
01/06/2005 01:35:00,381.097,0
01/06/2005 01:40:00,381.167,0
01/06/2005 01:45:00,374.781,0
01/06/2005 01:50:00,370.952,0
01/06/2005 01:55:00,369.838,0
01/06/2005 02:00:00,346.954,0
01/06/2005 02:05:00,349.919,0
01/06/2005 02:10:00,344.07,0
01/06/2005 02:15:00,352.625,0
01/06/2005 02:20:00,333.123,0
01/06/2005 02:25:00,326.347,0
01/06/2005 02:30:00,315.62,0
01/06/2005 02:35:00,305.962,0
01/06/2005 02:40:00,308.2,0
01/06/2005 02:45:00,298.597,0
01/06/2005 02:50:00,292.483,0
01/06/2005 02:55:00,285.261,0
01/06/2005 03:00:00,275.012,0
01/06/2005 03:05:00,265.177,0
01/06/2005 03:10:00,263.505,0
01/06/2005 03:15:00,251.876,0
01/06/2005 03:20:00,249.44,0
01/06/2005 03:25:00,235.945,0
01/06/2005 03:30:00,240.48,0
01/06/2005 03:35:00,247.888,0
01/06/2005 03:40:00,238.52,0
01/06/2005 03:45:00,231.275,0
01/06/2005 03:50:00,228.127,0
01/06/2005 03:55:00,221.738,0
01/06/2005 04:00:00,208.504,0
01/06/2005 04:05:00,202.854,0
01/06/2005 04:10:00,202.227,0
01/06/2005 04:15:00,200.541,0
01/06/2005 04:20:00,198.556,0
01/06/2005 04:25:00,189.728,0
01/06/2005 04:30:00,193.794,0
01/06/2005 04:35:00,188.628,0
01/06/2005 04:40:00,185.296,0
01/06/2005 04:45:00,185.724,0
01/06/2005 04:50:00,185.552,0
01/06/2005 04:55:00,178.35,0
01/06/2005 05:00:00,176.394,0
01/06/2005 05:05:00,167.954,0
01/06/2005 05:10:00,161.489,0
01/06/2005 05:15:00,164.672,0
01/06/2005 05:20:00,160.438,0
01/06/2005 05:25:00,156.518,0
01/06/2005 05:30:00,151.898,0
01/06/2005 05:35:00,153.771,0
01/06/2005 05:40:00,152.042,0
01/06/2005 05:45:00,150.46,0
01/06/2005 05:50:00,148.738,0
01/06/2005 05:55:00,146.449,0
01/06/2005 06:00:00,140.473,0
01/06/2005 06:05:00,144.024,0
01/06/2005 06:10:00,144.309,0
01/06/2005 06:15:00,141.324,0
01/06/2005 06:20:00,138.916,0
01/06/2005 06:25:00,136.094,0
01/06/2005 06:30:00,132.162,0
01/06/2005 06:35:00,130.204,0
01/06/2005 06:40:00,126.566,0
01/06/2005 06:45:00,126.277,0
01/06/2005 06:50:00,119.255,0
01/06/2005 06:55:00,118.404,0
01/06/2005 07:00:00,116.425,0
01/06/2005 07:05:00,115.721,0
01/06/2005 07:10:00,115.017,0
01/06/2005 07:15:00,111.799,0
01/06/2005 07:20:00,110.687,0
01/06/2005 07:25:00,106.817,0
01/06/2005 07:30:00,107.781,0
01/06/2005 07:35:00,104.897,0
01/06/2005 07:40:00,105.308,0
01/06/2005 07:45:00,103.669,0
01/06/2005 07:50:00,102.037,0
01/06/2005 07:55:00,101.359,0
01/06/2005 08:00:00,100.953,0
01/06/2005 08:05:00,96.918,0
01/06/2005 08:10:00,96.65,0
01/06/2005 08:15:00,93.723,0
01/06/2005 08:20:00,93.855,0
01/06/2005 08:25:00,90.557,0
01/06/2005 08:30:00,95.716,0
01/06/2005 08:35:00,90.295,0
01/06/2005 08:40:00,88.855,0
01/06/2005 08:45:00,88.855,0
01/06/2005 08:50:00,88.594,0
01/06/2005 08:55:00,86.771,0
01/06/2005 09:00:00,84.701,0
01/06/2005 09:05:00,86.253,0
01/06/2005 09:10:00,83.928,0
01/06/2005 09:15:00,83.928,0
01/06/2005 09:20:00,82.26,0
01/06/2005 09:25:00,82.004,0
01/06/2005 09:30:00,81.11,0
01/06/2005 09:35:00,81.11,0
01/06/2005 09:40:00,82.004,0
01/06/2005 09:45:00,79.837,0
01/06/2005 09:50:00,78.316,0
01/06/2005 09:55:00,76.3,0
01/06/2005 10:00:00,75.172,0
01/06/2005 10:05:00,76.426,0
01/06/2005 10:10:00,77.306,0
01/06/2005 10:15:00,76.551,0
01/06/2005 10:20:00,77.18,0
01/06/2005 10:25:00,75.422,0
01/06/2005 10:30:00,73.3,0
01/06/2005 10:35:00,71.688,0
01/06/2005 10:40:00,73.176,0
01/06/2005 10:45:00,71.812,0
01/06/2005 10:50:00,71.688,0
01/06/2005 10:55:00,71.935,0
01/06/2005 11:00:00,70.453,0
01/06/2005 11:05:00,69.715,0
01/06/2005 11:10:00,67.755,0
01/06/2005 11:15:00,67.633,0
01/06/2005 11:20:00,69.224,0
01/06/2005 11:25:00,67.633,0
01/06/2005 11:30:00,65.324,0
01/06/2005 11:35:00,66.659,0
01/06/2005 11:40:00,65.93,0
01/06/2005 11:45:00,66.052,0
01/06/2005 11:50:00,65.567,0
01/06/2005 11:55:00,65.324,0
01/06/2005 12:00:00,66.173,0
01/06/2005 12:05:00,65.93,0
01/06/2005 12:10:00,65.203,0
01/06/2005 12:15:00,64.117,0
01/06/2005 12:20:00,63.514,0
01/06/2005 12:25:00,67.146,0
01/06/2005 12:30:00,62.195,0
01/06/2005 12:35:00,65.445,0
01/06/2005 12:40:00,61.955,0
01/06/2005 12:45:00,63.876,0
01/06/2005 12:50:00,63.514,0
01/06/2005 12:55:00,64.237,0
01/06/2005 13:00:00,62.674,0
01/06/2005 13:05:00,61.955,0
01/06/2005 13:10:00,59.902,0
01/06/2005 13:15:00,61.597,0
01/06/2005 13:20:00,60.878,0
01/06/2005 13:25:00,60.878,0
01/06/2005 13:30:00,60.024,0
01/06/2005 13:35:00,59.538,0
01/06/2005 13:40:00,58.57,0
01/06/2005 13:45:00,60.511,0
01/06/2005 13:50:00,60.024,0
01/06/2005 13:55:00,59.053,0
01/06/2005 14:00:00,58.69,0
01/06/2005 14:05:00,59.538,0
01/06/2005 14:10:00,57.727,0
01/06/2005 14:15:00,58.811,0
01/06/2005 14:20:00,57.848,0
01/06/2005 14:25:00,57.727,0
01/06/2005 14:30:00,56.294,0
01/06/2005 14:35:00,59.053,0
01/06/2005 14:40:00,56.651,0
01/06/2005 14:45:00,57.248,0
01/06/2005 14:50:00,56.651,0
01/06/2005 14:55:00,57.727,0
01/06/2005 15:00:00,58.088,0
01/06/2005 15:05:00,57.248,0
01/06/2005 15:10:00,57.368,0
01/06/2005 15:15:00,56.77,0
01/06/2005 15:20:00,57.128,0
01/06/2005 15:25:00,57.488,0
01/06/2005 15:30:00,57.368,0
01/06/2005 15:35:00,56.77,0
01/06/2005 15:40:00,55.7,0
01/06/2005 15:45:00,56.175,0
01/06/2005 15:50:00,57.608,0
01/06/2005 15:55:00,55.7,0
01/06/2005 16:00:00,54.519,0
01/06/2005 16:05:00,56.175,0
01/06/2005 16:10:00,55.937,0
01/06/2005 16:15:00,55.581,0
01/06/2005 16:20:00,54.519,0
01/06/2005 16:25:00,54.519,0
01/06/2005 16:30:00,54.872,0
01/06/2005 16:35:00,54.637,0
01/06/2005 16:40:00,54.519,0
01/06/2005 16:45:00,53.932,0
01/06/2005 16:50:00,53.697,0
01/06/2005 16:55:00,54.754,0
01/06/2005 17:00:00,54.401,0
01/06/2005 17:05:00,53.23,0
01/06/2005 17:10:00,53.23,0
01/06/2005 17:15:00,52.764,0
01/06/2005 17:20:00,52.88,0
01/06/2005 17:25:00,51.836,0
01/06/2005 17:30:00,52.764,0
01/06/2005 17:35:00,52.299,0
01/06/2005 17:40:00,52.299,0
01/06/2005 17:45:00,50.569,0
01/06/2005 17:50:00,51.72,0
01/06/2005 17:55:00,51.836,0
01/06/2005 18:00:00,50.111,0
01/06/2005 18:05:00,49.997,0
01/06/2005 18:10:00,51.72,0
01/06/2005 18:15:00,50.799,0
01/06/2005 18:20:00,49.199,0
01/06/2005 18:25:00,49.086,0
01/06/2005 18:30:00,49.655,0
01/06/2005 18:35:00,49.655,0
01/06/2005 18:40:00,48.972,0
01/06/2005 18:45:00,48.406,0
01/06/2005 18:50:00,47.617,0
01/06/2005 18:55:00,48.859,0
01/06/2005 19:00:00,48.632,0
01/06/2005 19:05:00,47.955,0
01/06/2005 19:10:00,48.068,0
01/06/2005 19:15:00,46.386,0
01/06/2005 19:20:00,47.617,0
01/06/2005 19:25:00,47.28,0
01/06/2005 19:30:00,47.955,0
01/06/2005 19:35:00,47.168,0
01/06/2005 19:40:00,47.617,0
01/06/2005 19:45:00,47.955,0
01/06/2005 19:50:00,47.056,0
01/06/2005 19:55:00,45.719,0
01/06/2005 20:00:00,46.498,0
01/06/2005 20:05:00,45.83,0
01/06/2005 20:10:00,44.835,0
01/06/2005 20:15:00,45.941,0
01/06/2005 20:20:00,45.941,0
01/06/2005 20:25:00,45.055,0
01/06/2005 20:30:00,44.614,0
01/06/2005 20:35:00,44.945,0
01/06/2005 20:40:00,45.166,0
01/06/2005 20:45:00,45.055,0
01/06/2005 20:50:00,44.835,0
01/06/2005 20:55:00,43.737,0
01/06/2005 21:00:00,43.083,0
01/06/2005 21:05:00,43.409,0
01/06/2005 21:10:00,43.083,0
01/06/2005 21:15:00,43.628,0
01/06/2005 21:20:00,43.846,0
01/06/2005 21:25:00,43.083,0
01/06/2005 21:30:00,42.54,0
01/06/2005 21:35:00,42.215,0
01/06/2005 21:40:00,41.676,0
01/06/2005 21:45:00,41.676,0
01/06/2005 21:50:00,43.083,0
01/06/2005 21:55:00,41.891,0
01/06/2005 22:00:00,41.891,0
01/06/2005 22:05:00,40.493,0
01/06/2005 22:10:00,41.031,0
01/06/2005 22:15:00,41.568,0
01/06/2005 22:20:00,41.891,0
01/06/2005 22:25:00,41.999,0
01/06/2005 22:30:00,40.708,0
01/06/2005 22:35:00,40.493,0
01/06/2005 22:40:00,40.278,0
01/06/2005 22:45:00,40.064,0
01/06/2005 22:50:00,40.493,0
01/06/2005 22:55:00,40.493,0
01/06/2005 23:00:00,39.743,0
01/06/2005 23:05:00,40.064,0
01/06/2005 23:10:00,40.386,0
01/06/2005 23:15:00,40.171,0
01/06/2005 23:20:00,39.317,0
01/06/2005 23:25:00,40.601,0
01/06/2005 23:30:00,39.104,0
01/06/2005 23:35:00,39.743,0
01/06/2005 23:40:00,38.998,0
01/06/2005 23:45:00,40.171,0
01/06/2005 23:50:00,38.786,0
01/06/2005 23:55:00,38.998,0
01/07/2005 00:00:00,39.636,0
