,Peaks,q1,,,,,,,
5-year,195.99,,,,,,,,
10-year,237.79,,,,,,,,
20-year,277.89,,,,,,,,
50-year,329.8,,,,,,,,
Jan-05,,4.687,,,,,,,
1000-year,497.22,,,,,,,,
,,,,,,,,,
,,,,Jan-05,5-year,10-year,20-year,50-year,1000-year
,,,max check,381.167,195.99,237.79,277.89,329.8,497.22
,,,max,381.167,195.99,237.79,277.89,329.8,497.22
,,,q1,4.687,,,,,
,,DateTime,,,,,,,
,,1/05/2005 0:00,,4.687,4.687,4.687,4.687,4.687,4.687
,,1/05/2005 0:05,,4.669,4.677853554,4.675855041,4.673937808,4.671455923,4.663451355
,,1/05/2005 0:10,,4.669,4.677853554,4.675855041,4.673937808,4.671455923,4.663451355
,,1/05/2005 0:15,,4.704,4.69563831,4.697525794,4.699336515,4.701680517,4.709240387
,,1/05/2005 0:20,,4.669,4.677853554,4.675855041,4.673937808,4.671455923,4.663451355
,,1/05/2005 0:25,,4.704,4.69563831,4.697525794,4.699336515,4.701680517,4.709240387
,,1/05/2005 0:30,,4.704,4.69563831,4.697525794,4.699336515,4.701680517,4.709240387
,,1/05/2005 0:35,,4.704,4.69563831,4.697525794,4.699336515,4.701680517,4.709240387
,,1/05/2005 0:40,,4.721,4.70427662,4.708051588,4.711673029,4.716361034,4.731480775
,,1/05/2005 0:45,,4.739,4.713423066,4.719196547,4.724735221,4.73190511,4.75502942
,,1/05/2005 0:50,,4.739,4.713423066,4.719196547,4.724735221,4.73190511,4.75502942
,,1/05/2005 0:55,,4.756,4.722061376,4.729722341,4.737071736,4.746585627,4.777269807
,,1/05/2005 1:00,,4.774,4.731207822,4.7408673,4.750133927,4.762129704,4.800818453
,,1/05/2005 1:05,,4.791,4.739846133,4.751393094,4.762470442,4.776810221,4.82305884
,,1/05/2005 1:10,,4.791,4.739846133,4.751393094,4.762470442,4.776810221,4.82305884
,,1/05/2005 1:15,,4.809,4.748992579,4.762538052,4.775532634,4.792354298,4.846607485
,,1/05/2005 1:20,,4.827,4.758139025,4.773683011,4.788594826,4.807898374,4.87015613
,,1/05/2005 1:25,,4.844,4.766777335,4.784208805,4.80093134,4.822578891,4.892396518
,,1/05/2005 1:30,,4.862,4.775923781,4.795353764,4.813993532,4.838122968,4.915945163
,,1/05/2005 1:35,,4.898,4.794216673,4.817643681,4.840117916,4.869211121,4.963042454
,,1/05/2005 1:40,,4.916,4.803363119,4.82878864,4.853180108,4.884755198,4.986591099
,,1/05/2005 1:45,,4.951,4.821147875,4.850459392,4.878578814,4.914979792,5.032380132
,,1/05/2005 1:50,,5.006,4.849095349,4.884513432,4.918491067,4.962475582,5.104334326
,,1/05/2005 1:55,,4.97,4.830802457,4.862223515,4.892366683,4.931387428,5.057237035
,,1/05/2005 2:00,,5.006,4.849095349,4.884513432,4.918491067,4.962475582,5.104334326
,,1/05/2005 2:05,,5.024,4.858241795,4.895658391,4.931553259,4.978019658,5.127882971
,,1/05/2005 2:10,,5.042,4.867388241,4.906803349,4.944615451,4.993563735,5.151431617
,,1/05/2005 2:15,,5.06,4.876534687,4.917948308,4.957677643,5.009107812,5.174980262
,,1/05/2005 2:20,,5.079,4.886189269,4.929712431,4.971465512,5.025515448,5.199837165
,,1/05/2005 2:25,,5.134,4.914136743,4.963766471,5.011377765,5.073011238,5.271791359
,,1/05/2005 2:30,,5.19,4.942592353,4.998439675,5.052015695,5.121370588,5.345053812
,,1/05/2005 2:35,,5.19,4.942592353,4.998439675,5.052015695,5.121370588,5.345053812
,,1/05/2005 2:40,,5.246,4.971047963,5.03311288,5.092653626,5.169729938,5.418316264
,,1/05/2005 2:45,,5.303,5.000011708,5.068405249,5.134017233,5.218952847,5.492886974
,,1/05/2005 2:50,,5.36,5.028975454,5.103697617,5.175380841,5.268175757,5.567457684
,,1/05/2005 2:55,,5.437,5.068101918,5.151373273,5.231257995,5.334669863,5.668193556
,,1/05/2005 3:00,,5.456,5.0777565,5.163137396,5.245045864,5.351077499,5.69305046
,,1/05/2005 3:05,,5.534,5.117391099,5.211432217,5.301648696,5.418435165,5.795094589
,,1/05/2005 3:10,,5.553,5.127045681,5.22319634,5.315436565,5.434842802,5.819951493
,,1/05/2005 3:15,,5.652,5.177351134,5.284493612,5.38727862,5.520335224,5.949469042
,,1/05/2005 3:20,,5.712,5.207839288,5.321643474,5.43081926,5.572148813,6.027964527
,,1/05/2005 3:25,,5.752,5.228164723,5.346410048,5.459846353,5.606691205,6.08029485
,,1/05/2005 3:30,,5.853,5.279486448,5.408945649,5.533139763,5.693910747,6.212428915
,,1/05/2005 3:35,,5.893,5.299811884,5.433712224,5.562166856,5.72845314,6.264759238
,,1/05/2005 3:40,,5.994,5.351133609,5.496247825,5.635460266,5.815672681,6.396893304
,,1/05/2005 3:45,,5.974,5.340970891,5.483864537,5.62094672,5.798401485,6.370728142
,,1/05/2005 3:50,,6.035,5.37196718,5.521633564,5.665213037,5.851078634,6.450531885
,,1/05/2005 3:55,,6.138,5.424305177,5.585407493,5.739957801,5.940025295,6.585282467
,,1/05/2005 4:00,,6.179,5.445138748,5.610793232,5.769710572,5.975431247,6.638921048
,,1/05/2005 4:05,,6.241,5.476643174,5.649181423,5.814702566,6.028971956,6.720033048
,,1/05/2005 4:10,,6.325,5.519326588,5.701191229,5.875659461,6.101510981,6.829926727
,,1/05/2005 4:15,,6.41,5.562518139,5.7538202,5.937342034,6.174913565,6.941128663
,,1/05/2005 4:20,,6.452,5.583859846,5.779825104,5.967820482,6.211183077,6.996075502
,,1/05/2005 4:25,,6.495,5.60570969,5.806449171,5.999024607,6.24831615,7.052330599
,,1/05/2005 4:30,,6.581,5.649409376,5.859697307,6.061432857,6.322582294,7.164840794
,,1/05/2005 4:35,,6.602,5.66008023,5.872699758,6.076672081,6.34071705,7.192314213
,,1/05/2005 4:40,,6.624,5.67125922,5.886321374,6.092636982,6.359715366,7.221095891
,,1/05/2005 4:45,,6.733,5.726646032,5.95381029,6.171735811,6.453843386,7.363696021
,,1/05/2005 4:50,,6.776,5.748495875,5.980434358,6.202939936,6.490976458,7.419951118
,,1/05/2005 4:55,,6.82,5.770853854,6.00767759,6.234869738,6.52897309,7.477514474
,,1/05/2005 5:00,,6.864,5.793211833,6.034920822,6.26679954,6.566969722,7.535077829
,,1/05/2005 5:05,,6.931,5.827256938,6.076404834,6.315419921,6.62482823,7.62273112
,,1/05/2005 5:10,,6.931,5.827256938,6.076404834,6.315419921,6.62482823,7.62273112
,,1/05/2005 5:15,,7.02,5.872481032,6.131510463,6.380005203,6.701685054,7.739166089
,,1/05/2005 5:20,,7.043,5.884168158,6.145751243,6.396695782,6.721546929,7.769256024
,,1/05/2005 5:25,,7.065,5.895347147,6.159372859,6.412660683,6.740545245,7.798037702
,,1/05/2005 5:30,,7.178,5.952766503,6.229338432,6.494662221,6.838127505,7.945870864
,,1/05/2005 5:35,,7.224,5.976140754,6.257819993,6.528043378,6.877851256,8.006050736
,,1/05/2005 5:40,,7.269,5.999006869,6.28568239,6.560698858,6.916711448,8.064922349
,,1/05/2005 5:45,,7.315,6.02238112,6.31416395,6.594080015,6.9564352,8.125102221
,,1/05/2005 5:50,,7.361,6.045755371,6.342645511,6.627461172,6.996158951,8.185282092
,,1/05/2005 5:55,,7.408,6.069637758,6.371746236,6.661568006,7.036746263,8.246770222
,,1/05/2005 6:00,,7.501,6.116894395,6.429328522,6.729055998,7.117057326,8.368438222
,,1/05/2005 6:05,,7.571,6.152463908,6.472670028,6.779853411,7.177506513,8.460016288
,,1/05/2005 6:10,,7.571,6.152463908,6.472670028,6.779853411,7.177506513,8.460016288
,,1/05/2005 6:15,,7.594,6.164151033,6.486910808,6.796543989,7.197368389,8.490106223
,,1/05/2005 6:20,,7.692,6.213948351,6.547588916,6.867660367,7.281997251,8.618315515
,,1/05/2005 6:25,,7.746,6.241387689,6.581023791,6.906846943,7.328629481,8.688961451
,,1/05/2005 6:30,,7.801,6.269335163,6.615077831,6.946759196,7.376125271,8.760915645
,,1/05/2005 6:35,,7.883,6.311002306,6.665849309,7.006264737,7.446937176,8.868192807
,,1/05/2005 6:40,,7.995,6.367913525,6.735195718,7.087540597,7.543655875,9.014717711
,,1/05/2005 6:45,,8.052,6.396877271,6.770488087,7.128904205,7.592878785,9.089288422
,,1/05/2005 6:50,,8.081,6.411613212,6.788443854,7.149948847,7.61792202,9.127227906
,,1/05/2005 6:55,,8.138,6.440576958,6.823736222,7.191312455,7.667144929,9.201798616
,,1/05/2005 7:00,,8.196,6.470048839,6.859647756,7.23340174,7.717231399,9.277677584
,,1/05/2005 7:05,,8.343,6.544744815,6.950664917,7.340076307,7.844174692,9.469991521
,,1/05/2005 7:10,,8.433,6.590477045,7.00638971,7.405387266,7.921895075,9.587734748
,,1/05/2005 7:15,,8.463,6.605721122,7.024964641,7.427157586,7.94780187,9.62698249
,,1/05/2005 7:20,,8.463,6.605721122,7.024964641,7.427157586,7.94780187,9.62698249
,,1/05/2005 7:25,,8.523,6.636209275,7.062114503,7.470698226,7.999615459,9.705477975
,,1/05/2005 7:30,,8.523,6.636209275,7.062114503,7.470698226,7.999615459,9.705477975
,,1/05/2005 7:35,,8.493,6.620965199,7.043539572,7.448927906,7.973708664,9.666230233
,,1/05/2005 7:40,,8.433,6.590477045,7.00638971,7.405387266,7.921895075,9.587734748
,,1/05/2005 7:45,,8.523,6.636209275,7.062114503,7.470698226,7.999615459,9.705477975
,,1/05/2005 7:50,,8.463,6.605721122,7.024964641,7.427157586,7.94780187,9.62698249
,,1/05/2005 7:55,,8.463,6.605721122,7.024964641,7.427157586,7.94780187,9.62698249
,,1/05/2005 8:00,,8.493,6.620965199,7.043539572,7.448927906,7.973708664,9.666230233
,,1/05/2005 8:05,,8.403,6.575232969,6.987814779,7.383616946,7.895988281,9.548487006
,,1/05/2005 8:10,,8.403,6.575232969,6.987814779,7.383616946,7.895988281,9.548487006
,,1/05/2005 8:15,,8.403,6.575232969,6.987814779,7.383616946,7.895988281,9.548487006
,,1/05/2005 8:20,,8.343,6.544744815,6.950664917,7.340076307,7.844174692,9.469991521
,,1/05/2005 8:25,,8.343,6.544744815,6.950664917,7.340076307,7.844174692,9.469991521
,,1/05/2005 8:30,,8.225,6.48478478,6.877603522,7.254446382,7.742274633,9.315617069
,,1/05/2005 8:35,,8.196,6.470048839,6.859647756,7.23340174,7.717231399,9.277677584
,,1/05/2005 8:40,,8.196,6.470048839,6.859647756,7.23340174,7.717231399,9.277677584
,,1/05/2005 8:45,,8.167,6.455312898,6.841691989,7.212357097,7.692188164,9.2397381
,,1/05/2005 8:50,,8.081,6.411613212,6.788443854,7.149948847,7.61792202,9.127227906
,,1/05/2005 8:55,,8.024,6.382649466,6.753151485,7.10858524,7.56869911,9.052657196
,,1/05/2005 9:00,,7.995,6.367913525,6.735195718,7.087540597,7.543655875,9.014717711
,,1/05/2005 9:05,,7.967,6.35368572,6.717859116,7.067221632,7.519476201,8.978086485
,,1/05/2005 9:10,,7.939,6.339457915,6.700522514,7.046902667,7.495296526,8.941455259
,,1/05/2005 9:15,,7.856,6.297282637,6.649131872,6.986671449,7.423621061,8.832869839
,,1/05/2005 9:20,,7.828,6.283054832,6.631795269,6.966352484,7.399441386,8.796238613
,,1/05/2005 9:25,,7.719,6.22766802,6.564306354,6.887253655,7.305313366,8.653638483
,,1/05/2005 9:30,,7.773,6.255107358,6.597741229,6.926440231,7.351945596,8.724284419
,,1/05/2005 9:35,,7.692,6.213948351,6.547588916,6.867660367,7.281997251,8.618315515
,,1/05/2005 9:40,,7.692,6.213948351,6.547588916,6.867660367,7.281997251,8.618315515
,,1/05/2005 9:45,,7.618,6.176346295,6.501770753,6.813960245,7.218093824,8.521504417
,,1/05/2005 9:50,,7.571,6.152463908,6.472670028,6.779853411,7.177506513,8.460016288
,,1/05/2005 9:55,,7.547,6.140268646,6.457810083,6.762437155,7.156781077,8.428618094
,,1/05/2005 10:00,,7.501,6.116894395,6.429328522,6.729055998,7.117057326,8.368438222
,,1/05/2005 10:05,,7.477,6.104699134,6.414468577,6.711639742,7.09633189,8.337040029
,,1/05/2005 10:10,,7.501,6.116894395,6.429328522,6.729055998,7.117057326,8.368438222
,,1/05/2005 10:15,,7.454,6.093012009,6.400227797,6.694949163,7.076470014,8.306950093
,,1/05/2005 10:20,,7.408,6.069637758,6.371746236,6.661568006,7.036746263,8.246770222
,,1/05/2005 10:25,,7.361,6.045755371,6.342645511,6.627461172,6.996158951,8.185282092
,,1/05/2005 10:30,,7.385,6.057950632,6.357505456,6.644877428,7.016884387,8.216680286
,,1/05/2005 10:35,,7.315,6.02238112,6.31416395,6.594080015,6.9564352,8.125102221
,,1/05/2005 10:40,,7.292,6.010693994,6.29992317,6.577389436,6.936573324,8.095012285
,,1/05/2005 10:45,,7.292,6.010693994,6.29992317,6.577389436,6.936573324,8.095012285
,,1/05/2005 10:50,,7.224,5.976140754,6.257819993,6.528043378,6.877851256,8.006050736
,,1/05/2005 10:55,,7.224,5.976140754,6.257819993,6.528043378,6.877851256,8.006050736
,,1/05/2005 11:00,,7.178,5.952766503,6.229338432,6.494662221,6.838127505,7.945870864
,,1/05/2005 11:05,,7.178,5.952766503,6.229338432,6.494662221,6.838127505,7.945870864
,,1/05/2005 11:10,,7.178,5.952766503,6.229338432,6.494662221,6.838127505,7.945870864
,,1/05/2005 11:15,,7.178,5.952766503,6.229338432,6.494662221,6.838127505,7.945870864
,,1/05/2005 11:20,,7.224,5.976140754,6.257819993,6.528043378,6.877851256,8.006050736
,,1/05/2005 11:25,,7.224,5.976140754,6.257819993,6.528043378,6.877851256,8.006050736
,,1/05/2005 11:30,,7.269,5.999006869,6.28568239,6.560698858,6.916711448,8.064922349
,,1/05/2005 11:35,,7.247,5.987827879,6.272060773,6.544733957,6.897713132,8.036140671
,,1/05/2005 11:40,,7.247,5.987827879,6.272060773,6.544733957,6.897713132,8.036140671
,,1/05/2005 11:45,,7.292,6.010693994,6.29992317,6.577389436,6.936573324,8.095012285
,,1/05/2005 11:50,,7.338,6.034068245,6.328404731,6.610770593,6.976297076,8.155192156
,,1/05/2005 11:55,,7.385,6.057950632,6.357505456,6.644877428,7.016884387,8.216680286
,,1/05/2005 12:00,,7.408,6.069637758,6.371746236,6.661568006,7.036746263,8.246770222
,,1/05/2005 12:05,,7.477,6.104699134,6.414468577,6.711639742,7.09633189,8.337040029
,,1/05/2005 12:10,,7.547,6.140268646,6.457810083,6.762437155,7.156781077,8.428618094
,,1/05/2005 12:15,,7.641,6.18803342,6.516011533,6.830650823,7.2379557,8.551594353
,,1/05/2005 12:20,,7.692,6.213948351,6.547588916,6.867660367,7.281997251,8.618315515
,,1/05/2005 12:25,,7.801,6.269335163,6.615077831,6.946759196,7.376125271,8.760915645
,,1/05/2005 12:30,,7.911,6.32523011,6.683185912,7.026583702,7.471116851,8.904824033
,,1/05/2005 12:35,,8.109,6.425841017,6.805780456,7.170267812,7.642101695,9.163859132
,,1/05/2005 12:40,,8.284,6.514764798,6.91413422,7.297261345,7.793224663,9.392804295
,,1/05/2005 12:45,,8.554,6.651961488,7.081308598,7.493194223,8.026385813,9.746033975
,,1/05/2005 12:50,,8.708,6.730214415,7.17665991,7.604948531,8.159374025,9.947505719
,,1/05/2005 12:55,,8.929,6.842512447,7.313495235,7.76532322,8.350220745,10.23663075
,,1/05/2005 13:00,,9.255,7.008164747,7.515342818,8.001894029,8.631741245,10.66312289
,,1/05/2005 13:05,,9.662,7.214976055,7.767342714,8.297244701,8.983210091,11.19558392
,,1/05/2005 13:10,,10.158,7.467011456,8.074448239,8.657180655,9.41153576,11.84447993
,,1/05/2005 13:15,,10.756,7.770876719,8.444708529,9.091135696,9.927944531,12.62681826
,,1/05/2005 13:20,,11.112,7.951773096,8.665131043,9.349476825,10.23537183,13.09255813
,,1/05/2005 13:25,,11.722,8.261735989,9.042821305,9.792139994,10.76214331,13.89059556
,,1/05/2005 13:30,,12.472,8.642837906,9.507194579,10.33639799,11.40981318,14.87178911
,,1/05/2005 13:35,,13.11,8.967028604,9.902221443,10.79938012,11.96076434,15.70645776
,,1/05/2005 13:40,,13.723,9.278515905,10.2817692,11.24422033,12.49012651,16.50841996
,,1/05/2005 13:45,,14.011,9.424859042,10.46008854,11.4532154,12.73883174,16.88519829
,,1/05/2005 13:50,,14.543,9.695187335,10.78948398,11.83927573,13.19824556,17.58119159
,,1/05/2005 13:55,,15.094,9.975170211,11.13064354,12.23912394,13.67406702,18.30204178
,,1/05/2005 14:00,,15.663,10.26429953,11.48294807,12.65203434,14.16543255,19.04644063
,,1/05/2005 14:05,,16.185,10.52954647,11.80615186,13.0308379,14.61621078,19.72935134
,,1/05/2005 14:10,,16.586,10.73330896,12.05443677,13.32183451,14.96249827,20.25396283
,,1/05/2005 14:15,,17.218,11.05445084,12.44574865,13.78046258,15.50826807,21.08078194
,,1/05/2005 14:20,,17.731,11.31512455,12.76337997,14.15273505,15.95127426,21.75191833
,,1/05/2005 14:25,,18.487,11.69927529,13.23146823,14.70134711,16.60412548,22.74096143
,,1/05/2005 14:30,,20.081,12.5092439,14.21841623,15.85807677,17.98063983,24.8263248
,,1/05/2005 14:35,,21.003,12.97774519,14.78928577,16.52715126,18.77684198,26.03253875
,,1/05/2005 14:40,,22.315,13.64441948,15.60162942,17.47923992,19.90983246,27.74897334
,,1/05/2005 14:45,,22.765,13.87308063,15.88025338,17.80579471,20.29843438,28.33768948
,,1/05/2005 14:50,,24.063,14.53264101,16.68392873,18.74772388,21.41933502,30.03580846
,,1/05/2005 14:55,,26.11,15.57279518,17.95135818,20.23318537,23.18704197,32.71381274
,,1/05/2005 15:00,,27.23,16.14190738,18.64482227,21.04594398,24.15422896,34.17906178
,,1/05/2005 15:05,,28.066,16.56670898,19.16244368,21.65261022,24.87616497,35.27276553
,,1/05/2005 15:10,,29.854,17.47525595,20.26950956,22.95012128,26.42020992,37.61193097
,,1/05/2005 15:15,,30.479,17.79284088,20.65648729,23.40366961,26.95993481,38.42959227
,,1/05/2005 15:20,,30.584,17.84619515,20.72149955,23.47986573,27.05060859,38.56695936
,,1/05/2005 15:25,,31.641,18.38329479,21.37595628,24.24690667,27.96339131,39.94978815
,,1/05/2005 15:30,,33.044,19.09620944,22.24464389,25.26503196,29.17496574,41.78527423
,,1/05/2005 15:35,,33.702,19.43056286,22.65205404,25.74252764,29.7431881,42.64610804
,,1/05/2005 15:40,,33.482,19.31877296,22.51583788,25.58287863,29.55320494,42.35829126
,,1/05/2005 15:45,,34.033,19.59875584,22.85699744,25.98272683,30.0290264,43.07914146
,,1/05/2005 15:50,,35.263,20.22376298,23.61856961,26.87530994,31.09120497,44.6882989
